crop_type,growth_stage,soil_type,soil_moisture,temperature,humidity,rain_forecast,forecast_rainfall_mm,irrigation_method,disease_context,crop_kc,reference_et0,crop_etc,effective_precipitation_peff,soil_field_capacity,soil_wilting_point,action_code,urgency,water_requirement_mm
Rice,Seedling,Clay Loam,33.7,30.8,90.6,Moderate,16.1,Drip Irrigation,None / Healthy,1.05,2.68,2.81,10.38,34.0,18.0,DELAY_RAIN_EXPECTED,Low,0.0
Potato,Vegetative,Sandy,16.2,16.5,41.7,High,21.8,Flood / Surface,None / Healthy,0.8,2.0,1.6,14.97,15.0,6.0,DELAY_RAIN_EXPECTED,Low,0.0
Corn,Flowering,Sandy Loam,8.9,36.9,29.0,Moderate,13.0,Flood / Surface,None / Healthy,1.2,5.92,7.1,7.89,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,7.0
Wheat,Flowering,Clay Loam,20.9,26.4,21.1,Low,3.9,Sprinkler (Overhead),None / Healthy,1.15,3.99,4.59,0.65,34.0,18.0,IRRIGATE_IMMEDIATELY,Immediate,5.41
Potato,Seedling,Loamy,15.2,39.6,81.0,High,21.8,Sprinkler (Overhead),None / Healthy,0.5,3.77,1.89,14.97,28.0,14.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Soybean,Vegetative,Clay Loam,36.7,39.1,38.3,None,0.0,Sub-surface Drip,Tomato Target Spot,0.7,5.93,4.15,0.0,34.0,18.0,OPTIMAL_STANDBY,Low,0.0
Wheat,Maturity,Loamy,20.7,32.8,89.7,Low,3.7,Drip Irrigation,Tomato Septoria Leaf Spot,0.35,2.91,1.02,0.43,28.0,14.0,MAINTENANCE_DRIP,Normal,1.5
Potato,Vegetative,Sandy,4.9,17.5,84.5,Moderate,15.8,Sub-surface Drip,None / Healthy,0.8,2.0,1.6,10.14,15.0,6.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Rice,Fruiting,Clay Loam,29.2,15.2,67.5,Moderate,17.5,Sprinkler (Overhead),None / Healthy,1.2,2.0,2.4,11.47,34.0,18.0,DELAY_RAIN_EXPECTED,Low,0.0
Cotton,Fruiting,Sandy,8.1,37.5,87.5,Low,2.8,Flood / Surface,Tomato Early Blight,0.85,3.5,2.98,0.0,15.0,6.0,IRRIGATE_IMMEDIATELY,Immediate,3.83
Potato,Flowering,Clay Loam,23.3,18.2,51.8,Low,1.8,Drip Irrigation,Tomato Septoria Leaf Spot,1.15,2.0,2.3,0.0,34.0,18.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Cotton,Maturity,Loamy,15.9,31.7,24.4,Low,1.7,Sprinkler (Overhead),Tomato Yellow Leaf Curl Virus,0.55,5.0,2.75,0.0,28.0,14.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Potato,Flowering,Sandy Loam,22.2,41.8,29.6,Moderate,8.1,Drip Irrigation,None / Healthy,1.15,6.97,8.02,4.02,22.0,10.0,OPTIMAL_STANDBY,Low,0.0
Soybean,Maturity,Clay Loam,25.5,20.3,46.6,Moderate,7.8,Drip Irrigation,Tomato Early Blight,0.5,2.19,1.09,3.71,34.0,18.0,MAINTENANCE_DRIP,Normal,1.5
Wheat,Vegetative,Loamy,27.9,32.7,94.6,None,0.0,Sprinkler (Overhead),None / Healthy,0.75,2.91,2.18,0.0,28.0,14.0,OPTIMAL_STANDBY,Low,0.0
Potato,Fruiting,Clay Loam,29.2,35.1,32.8,High,29.6,Drip Irrigation,None / Healthy,1.15,5.37,6.18,21.22,34.0,18.0,DELAY_RAIN_EXPECTED,Low,0.0
Tomato,Fruiting,Clay Loam,42.5,18.3,94.4,None,0.0,Sprinkler (Overhead),Pepper Bell Bacterial Spot,1.2,2.0,2.4,0.0,34.0,18.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Sugarcane,Maturity,Clay Loam,34.4,17.6,82.0,None,0.0,Sprinkler (Overhead),None / Healthy,0.7,2.0,1.4,0.0,34.0,18.0,OPTIMAL_STANDBY,Low,0.0
Corn,Seedling,Sandy Loam,21.0,20.7,58.2,None,0.0,Drip Irrigation,None / Healthy,0.4,2.0,0.8,0.0,22.0,10.0,OPTIMAL_STANDBY,Low,0.0
Corn,Vegetative,Loamy,23.1,24.9,57.6,Low,3.0,Flood / Surface,None / Healthy,0.85,2.63,2.24,0.0,28.0,14.0,MAINTENANCE_DRIP,Normal,2.35
Rice,Vegetative,Loamy,19.4,14.6,31.5,None,0.0,Flood / Surface,Tomato Target Spot,1.15,2.0,2.3,0.0,28.0,14.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Potato,Seedling,Black Soil,32.3,31.0,77.4,High,23.5,Flood / Surface,None / Healthy,0.5,2.8,1.4,16.34,40.0,22.0,DELAY_RAIN_EXPECTED,Low,0.0
Sugarcane,Maturity,Black Soil,24.9,20.5,26.0,Low,4.9,Drip Irrigation,None / Healthy,0.7,2.66,1.86,1.41,40.0,22.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Corn,Vegetative,Black Soil,31.1,30.9,47.4,Low,2.9,Drip Irrigation,Tomato Yellow Leaf Curl Virus,0.85,3.94,3.35,0.0,40.0,22.0,MAINTENANCE_DRIP,Normal,3.34
Potato,Maturity,Sandy,13.7,22.5,27.6,None,0.0,Drip Irrigation,Tomato Septoria Leaf Spot,0.75,3.01,2.26,0.0,15.0,6.0,OPTIMAL_STANDBY,Low,0.0
Corn,Fruiting,Sandy,8.8,28.8,52.0,None,0.0,Drip Irrigation,Tomato Septoria Leaf Spot,1.1,3.41,3.75,0.0,15.0,6.0,IRRIGATE_IMMEDIATELY,Immediate,4.39
Pepper Bell,Flowering,Clay Loam,18.5,41.0,38.6,None,0.0,Sprinkler (Overhead),None / Healthy,1.05,6.29,6.6,0.0,34.0,18.0,IRRIGATE_IMMEDIATELY,Immediate,7.0
Soybean,Vegetative,Black Soil,22.3,19.6,24.8,None,0.0,Drip Irrigation,Tomato Target Spot,0.7,2.5,1.75,0.0,40.0,22.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Tomato,Fruiting,Loamy,29.1,17.6,84.8,Moderate,9.7,Sprinkler (Overhead),Potato Late Blight,1.2,2.0,2.4,5.24,28.0,14.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Corn,Maturity,Sandy Loam,16.4,36.0,43.7,Moderate,14.6,Flood / Surface,None / Healthy,0.6,5.04,3.02,9.16,22.0,10.0,DELAY_RAIN_EXPECTED,Low,0.0
Potato,Vegetative,Clay Loam,33.0,24.8,53.8,Moderate,9.5,Flood / Surface,None / Healthy,0.8,2.72,2.18,5.1,34.0,18.0,OPTIMAL_STANDBY,Low,0.0
Pepper Bell,Maturity,Clay Loam,14.4,34.9,69.4,Low,5.0,Sprinkler (Overhead),Tomato Early Blight,0.85,3.65,3.1,1.51,34.0,18.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Corn,Maturity,Sandy Loam,17.5,40.4,78.8,High,28.2,Sprinkler (Overhead),None / Healthy,0.6,3.94,2.36,20.08,22.0,10.0,DELAY_RAIN_EXPECTED,Low,0.0
Cotton,Vegetative,Clay Loam,29.0,24.7,35.4,Moderate,8.3,Flood / Surface,Tomato Early Blight,0.75,3.22,2.42,4.17,34.0,18.0,DELAY_RAIN_EXPECTED,Moderate,0.0
Sugarcane,Seedling,Sandy Loam,19.0,17.5,55.6,Moderate,8.3,Sprinkler (Overhead),None / Healthy,0.45,2.0,0.9,4.1,22.0,10.0,DELAY_RAIN_EXPECTED,Moderate,0.0
Potato,Flowering,Sandy Loam,8.4,24.5,61.3,High,29.1,Drip Irrigation,Tomato Early Blight,1.15,2.47,2.84,20.78,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,3.59
Pepper Bell,Seedling,Black Soil,38.8,37.7,88.9,Moderate,9.8,Drip Irrigation,None / Healthy,0.6,3.53,2.12,5.32,40.0,22.0,OPTIMAL_STANDBY,Low,0.0
Rice,Fruiting,Loamy,29.1,15.2,32.4,Moderate,8.4,Drip Irrigation,Tomato Septoria Leaf Spot,1.2,2.0,2.4,4.26,28.0,14.0,OPTIMAL_STANDBY,Low,0.0
Pepper Bell,Fruiting,Black Soil,24.7,31.1,27.9,Moderate,8.7,Drip Irrigation,None / Healthy,1.1,4.74,5.21,4.43,40.0,22.0,IRRIGATE_IMMEDIATELY,Immediate,6.61
Sugarcane,Maturity,Sandy Loam,22.6,38.7,40.8,Moderate,9.1,Sprinkler (Overhead),None / Healthy,0.7,5.7,3.99,4.81,22.0,10.0,OPTIMAL_STANDBY,Low,0.0
Sugarcane,Vegetative,Black Soil,41.0,24.5,60.4,Low,3.6,Flood / Surface,Tomato Early Blight,0.85,2.49,2.12,0.4,40.0,22.0,OPTIMAL_STANDBY,Low,0.0
Tomato,Seedling,Sandy Loam,9.4,37.6,55.3,Low,3.5,Flood / Surface,None / Healthy,0.6,4.75,2.85,0.31,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,3.8
Cotton,Flowering,Sandy Loam,18.5,14.1,66.5,None,0.0,Drip Irrigation,None / Healthy,1.2,2.0,2.4,0.0,22.0,10.0,MAINTENANCE_DRIP,Normal,2.49
Corn,Seedling,Clay Loam,34.9,29.7,62.0,Moderate,13.6,Sprinkler (Overhead),Potato Late Blight,0.4,3.2,1.28,8.41,34.0,18.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Pepper Bell,Seedling,Loamy,22.2,33.8,79.1,None,0.0,Drip Irrigation,None / Healthy,0.6,3.08,1.85,0.0,28.0,14.0,MAINTENANCE_DRIP,Normal,1.79
Soybean,Seedling,Sandy Loam,7.5,35.5,75.0,None,0.0,Drip Irrigation,None / Healthy,0.4,3.48,1.39,0.0,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Cotton,Fruiting,Clay Loam,28.1,37.5,48.8,None,0.0,Flood / Surface,None / Healthy,0.85,5.07,4.31,0.0,34.0,18.0,MAINTENANCE_DRIP,Normal,4.24
Potato,Flowering,Black Soil,27.9,33.5,89.7,Low,4.9,Flood / Surface,None / Healthy,1.15,3.01,3.46,1.43,40.0,22.0,IRRIGATE_IMMEDIATELY,Immediate,4.1
Pepper Bell,Maturity,Black Soil,28.5,40.2,73.0,Low,4.2,Sprinkler (Overhead),None / Healthy,0.85,4.24,3.6,0.82,40.0,22.0,IRRIGATE_IMMEDIATELY,Immediate,4.52
Corn,Seedling,Clay Loam,14.5,27.2,21.0,None,0.0,Drip Irrigation,None / Healthy,0.4,4.16,1.66,0.0,34.0,18.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Cotton,Fruiting,Loamy,11.5,24.4,52.2,Moderate,16.3,Drip Irrigation,None / Healthy,0.85,2.7,2.29,10.53,28.0,14.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Wheat,Fruiting,Sandy Loam,30.7,14.6,69.8,None,0.0,Drip Irrigation,None / Healthy,0.85,2.0,1.7,0.0,22.0,10.0,OPTIMAL_STANDBY,Low,0.0
Soybean,Maturity,Sandy Loam,20.6,27.8,93.5,Moderate,8.6,Flood / Surface,None / Healthy,0.5,2.33,1.17,4.38,22.0,10.0,OPTIMAL_STANDBY,Low,0.0
Tomato,Flowering,Loamy,18.3,17.2,31.3,Low,2.1,Sub-surface Drip,None / Healthy,1.15,2.0,2.3,0.0,28.0,14.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Soybean,Seedling,Sandy,11.9,29.2,79.4,None,0.0,Sub-surface Drip,None / Healthy,0.4,2.51,1.0,0.0,15.0,6.0,MAINTENANCE_DRIP,Normal,1.5
Wheat,Maturity,Sandy Loam,10.6,32.2,60.9,None,0.0,Sprinkler (Overhead),Pepper Bell Bacterial Spot,0.35,3.62,1.27,0.0,22.0,10.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Pepper Bell,Flowering,Sandy,8.7,35.2,59.0,None,0.0,Drip Irrigation,Tomato Septoria Leaf Spot,1.05,4.18,4.39,0.0,15.0,6.0,IRRIGATE_IMMEDIATELY,Immediate,5.4
Cotton,Fruiting,Clay Loam,17.7,35.0,61.8,High,33.4,Drip Irrigation,None / Healthy,0.85,4.02,3.42,24.19,34.0,18.0,IRRIGATE_IMMEDIATELY,Immediate,4.12
Pepper Bell,Fruiting,Sandy,5.3,19.5,34.0,None,0.0,Drip Irrigation,None / Healthy,1.1,2.3,2.53,0.0,15.0,6.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Sugarcane,Fruiting,Black Soil,40.8,39.6,60.0,Moderate,8.7,Sprinkler (Overhead),None / Healthy,1.25,4.85,6.06,4.49,40.0,22.0,OPTIMAL_STANDBY,Low,0.0
Soybean,Flowering,Black Soil,28.4,17.9,35.2,None,0.0,Sub-surface Drip,None / Healthy,1.15,2.0,2.3,0.0,40.0,22.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Corn,Flowering,Sandy,10.5,25.7,93.8,Low,4.3,Flood / Surface,None / Healthy,1.2,2.08,2.5,0.97,15.0,6.0,MAINTENANCE_DRIP,Normal,2.56
Cotton,Vegetative,Loamy,25.6,28.8,74.0,None,0.0,Drip Irrigation,None / Healthy,0.75,2.65,1.99,0.0,28.0,14.0,OPTIMAL_STANDBY,Low,0.0
Wheat,Flowering,Black Soil,52.8,17.1,77.0,None,0.0,Drip Irrigation,None / Healthy,1.15,2.0,2.3,0.0,40.0,22.0,OPTIMAL_STANDBY,Low,0.0
Sugarcane,Maturity,Sandy Loam,21.6,20.8,28.5,Moderate,8.0,Flood / Surface,None / Healthy,0.7,2.67,1.87,3.87,22.0,10.0,OPTIMAL_STANDBY,Low,0.0
Potato,Seedling,Loamy,24.6,31.4,46.4,Moderate,16.3,Sprinkler (Overhead),None / Healthy,0.5,4.06,2.03,10.5,28.0,14.0,DELAY_RAIN_EXPECTED,Low,0.0
Pepper Bell,Seedling,Clay Loam,21.0,14.1,71.1,None,0.0,Flood / Surface,None / Healthy,0.6,2.0,1.2,0.0,34.0,18.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Sugarcane,Maturity,Loamy,25.5,39.3,37.5,None,0.0,Flood / Surface,None / Healthy,0.7,6.0,4.2,0.0,28.0,14.0,OPTIMAL_STANDBY,Low,0.0
Potato,Flowering,Sandy,15.4,26.5,54.5,None,0.0,Flood / Surface,Potato Late Blight,1.15,2.97,3.42,0.0,15.0,6.0,OPTIMAL_STANDBY,Low,0.0
Pepper Bell,Flowering,Loamy,26.6,39.7,41.0,None,0.0,Drip Irrigation,None / Healthy,1.05,5.89,6.18,0.0,28.0,14.0,OPTIMAL_STANDBY,Low,0.0
Pepper Bell,Flowering,Sandy Loam,17.9,31.4,61.9,Moderate,13.9,Sprinkler (Overhead),None / Healthy,1.05,3.46,3.63,8.63,22.0,10.0,DELAY_RAIN_EXPECTED,Low,0.0
Corn,Maturity,Black Soil,31.7,27.1,42.6,None,0.0,Drip Irrigation,Tomato Early Blight,0.6,3.44,2.06,0.0,40.0,22.0,MAINTENANCE_DRIP,Normal,1.97
Sugarcane,Fruiting,Loamy,12.3,30.6,86.9,Moderate,9.0,Sub-surface Drip,None / Healthy,1.25,2.65,3.31,4.73,28.0,14.0,IRRIGATE_IMMEDIATELY,Immediate,4.15
Wheat,Fruiting,Black Soil,29.1,14.9,85.1,None,0.0,Sprinkler (Overhead),Tomato Target Spot,0.85,2.0,1.7,0.0,40.0,22.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Rice,Maturity,Clay Loam,28.1,39.0,53.3,Low,4.0,Sub-surface Drip,Pepper Bell Bacterial Spot,0.95,5.1,4.84,0.73,34.0,18.0,MAINTENANCE_DRIP,Normal,5.01
Pepper Bell,Fruiting,Clay Loam,28.8,32.3,91.3,None,0.0,Drip Irrigation,None / Healthy,1.1,2.85,3.14,0.0,34.0,18.0,MAINTENANCE_DRIP,Normal,3.48
Cotton,Seedling,Sandy Loam,16.2,21.8,92.9,Low,2.7,Drip Irrigation,Pepper Bell Bacterial Spot,0.45,2.0,0.9,0.0,22.0,10.0,MAINTENANCE_DRIP,Normal,1.5
Pepper Bell,Maturity,Clay Loam,19.0,15.4,82.5,Low,5.2,Drip Irrigation,Tomato Yellow Leaf Curl Virus,0.85,2.0,1.7,1.68,34.0,18.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Cotton,Seedling,Sandy,10.1,28.9,86.0,None,0.0,Flood / Surface,None / Healthy,0.45,2.45,1.1,0.0,15.0,6.0,MAINTENANCE_DRIP,Normal,1.5
Pepper Bell,Flowering,Black Soil,37.5,34.4,86.2,None,0.0,Sub-surface Drip,None / Healthy,1.05,3.12,3.28,0.0,40.0,22.0,OPTIMAL_STANDBY,Low,0.0
Tomato,Maturity,Sandy Loam,13.8,14.1,73.8,Moderate,16.1,Sub-surface Drip,Pepper Bell Bacterial Spot,0.8,2.0,1.6,10.4,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Tomato,Fruiting,Sandy Loam,21.5,39.2,50.3,Low,2.6,Drip Irrigation,None / Healthy,1.2,5.3,6.36,0.0,22.0,10.0,OPTIMAL_STANDBY,Low,0.0
Sugarcane,Vegetative,Sandy Loam,11.7,17.9,28.7,Low,1.8,Flood / Surface,None / Healthy,0.85,2.1,1.78,0.0,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Wheat,Vegetative,Black Soil,22.6,33.5,59.9,Low,3.2,Drip Irrigation,Tomato Early Blight,0.75,3.86,2.9,0.1,40.0,22.0,IRRIGATE_IMMEDIATELY,Immediate,3.59
Rice,Seedling,Clay Loam,26.3,16.2,60.7,Moderate,16.5,Drip Irrigation,None / Healthy,1.05,2.0,2.1,10.68,34.0,18.0,DELAY_RAIN_EXPECTED,Low,0.0
Pepper Bell,Flowering,Clay Loam,34.3,30.3,47.8,Moderate,13.6,Sprinkler (Overhead),Pepper Bell Bacterial Spot,1.05,3.82,4.01,8.39,34.0,18.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Soybean,Vegetative,Clay Loam,20.9,23.7,31.6,None,0.0,Drip Irrigation,None / Healthy,0.7,3.13,2.19,0.0,34.0,18.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Pepper Bell,Flowering,Loamy,19.7,31.0,47.3,None,0.0,Drip Irrigation,None / Healthy,1.05,3.95,4.15,0.0,28.0,14.0,IRRIGATE_IMMEDIATELY,Immediate,5.57
Potato,Maturity,Loamy,10.2,14.9,49.1,None,0.0,Sprinkler (Overhead),Tomato Yellow Leaf Curl Virus,0.75,2.0,1.5,0.0,28.0,14.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Wheat,Vegetative,Black Soil,48.5,27.3,53.3,None,0.0,Flood / Surface,None / Healthy,0.75,3.12,2.34,0.0,40.0,22.0,OPTIMAL_STANDBY,Low,0.0
Corn,Seedling,Black Soil,27.7,27.4,59.9,Moderate,8.9,Sub-surface Drip,None / Healthy,0.4,2.93,1.17,4.58,40.0,22.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Pepper Bell,Vegetative,Sandy,5.9,29.6,46.0,Low,3.9,Sprinkler (Overhead),Pepper Bell Bacterial Spot,0.8,3.77,3.02,0.62,15.0,6.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Potato,Flowering,Clay Loam,18.2,31.5,62.7,High,35.1,Drip Irrigation,None / Healthy,1.15,3.44,3.96,25.61,34.0,18.0,IRRIGATE_IMMEDIATELY,Immediate,4.86
Wheat,Seedling,Black Soil,34.8,39.5,74.2,None,0.0,Sprinkler (Overhead),None / Healthy,0.4,4.07,1.63,0.0,40.0,22.0,MAINTENANCE_DRIP,Normal,1.68
Wheat,Seedling,Clay Loam,22.1,40.6,58.5,None,0.0,Sprinkler (Overhead),None / Healthy,0.4,5.1,2.04,0.0,34.0,18.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Cotton,Vegetative,Clay Loam,28.0,24.8,58.3,None,0.0,Drip Irrigation,None / Healthy,0.75,2.59,1.94,0.0,34.0,18.0,MAINTENANCE_DRIP,Normal,2.12
Corn,Maturity,Loamy,25.5,26.3,83.5,None,0.0,Drip Irrigation,None / Healthy,0.6,2.15,1.29,0.0,28.0,14.0,OPTIMAL_STANDBY,Low,0.0
Cotton,Flowering,Loamy,25.8,27.4,71.6,High,37.8,Drip Irrigation,Potato Late Blight,1.2,2.54,3.05,27.73,28.0,14.0,DELAY_RAIN_EXPECTED,Low,0.0
Wheat,Fruiting,Sandy Loam,25.1,36.2,94.3,Moderate,9.2,Drip Irrigation,None / Healthy,0.85,3.34,2.84,4.87,22.0,10.0,OPTIMAL_STANDBY,Low,0.0
Soybean,Flowering,Sandy,16.5,35.1,77.7,Low,4.3,Drip Irrigation,Tomato Target Spot,1.15,3.31,3.81,0.93,15.0,6.0,OPTIMAL_STANDBY,Low,0.0
Potato,Seedling,Sandy Loam,13.2,15.8,46.2,None,0.0,Drip Irrigation,None / Healthy,0.5,2.0,1.0,0.0,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Potato,Maturity,Black Soil,30.9,17.2,83.2,Moderate,9.7,Drip Irrigation,None / Healthy,0.75,2.0,1.5,5.23,40.0,22.0,DELAY_RAIN_EXPECTED,Moderate,0.0
Rice,Fruiting,Sandy Loam,16.3,25.3,88.0,Moderate,10.5,Drip Irrigation,None / Healthy,1.2,2.04,2.45,5.93,22.0,10.0,DELAY_RAIN_EXPECTED,Moderate,0.0
Sugarcane,Maturity,Black Soil,32.5,17.4,86.6,None,0.0,Sprinkler (Overhead),None / Healthy,0.7,2.0,1.4,0.0,40.0,22.0,MAINTENANCE_DRIP,Normal,1.67
Corn,Fruiting,Sandy Loam,12.9,36.5,61.4,Moderate,12.7,Drip Irrigation,None / Healthy,1.1,4.27,4.7,7.68,22.0,10.0,IRRIGATE_IMMEDIATELY,Immediate,6.12
Potato,Fruiting,Sandy Loam,22.8,25.3,27.7,Low,1.9,Drip Irrigation,Tomato Septoria Leaf Spot,1.15,3.55,4.08,0.0,22.0,10.0,OPTIMAL_STANDBY,Low,0.0
Cotton,Seedling,Sandy Loam,20.3,16.3,89.8,None,0.0,Sprinkler (Overhead),None / Healthy,0.45,2.0,0.9,0.0,22.0,10.0,OPTIMAL_STANDBY,Low,0.0
Sugarcane,Flowering,Sandy Loam,25.1,26.1,88.2,Moderate,11.2,Drip Irrigation,None / Healthy,1.25,2.13,2.66,6.42,22.0,10.0,OPTIMAL_STANDBY,Low,0.0
Soybean,Vegetative,Black Soil,41.8,14.1,32.5,Low,4.6,Drip Irrigation,None / Healthy,0.7,2.0,1.4,1.15,40.0,22.0,OPTIMAL_STANDBY,Low,0.0
Tomato,Fruiting,Sandy,12.9,32.0,23.6,None,0.0,Drip Irrigation,None / Healthy,1.2,5.1,6.12,0.0,15.0,6.0,MAINTENANCE_DRIP,Normal,5.5
Potato,Flowering,Clay Loam,33.2,37.0,83.8,Moderate,9.3,Drip Irrigation,Tomato Target Spot,1.15,3.44,3.96,4.97,34.0,18.0,OPTIMAL_STANDBY,Low,0.0
Rice,Seedling,Clay Loam,28.7,34.7,43.7,Low,4.2,Sprinkler (Overhead),Tomato Septoria Leaf Spot,1.05,4.78,5.02,0.88,34.0,18.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Cotton,Seedling,Clay Loam,25.7,37.1,78.7,None,0.0,Drip Irrigation,None / Healthy,0.45,3.51,1.58,0.0,34.0,18.0,MAINTENANCE_DRIP,Normal,1.58
Wheat,Vegetative,Sandy,10.1,25.3,59.8,None,0.0,Drip Irrigation,None / Healthy,0.75,2.63,1.97,0.0,15.0,6.0,MAINTENANCE_DRIP,Normal,2.05
Cotton,Seedling,Clay Loam,22.2,41.3,29.4,None,0.0,Sprinkler (Overhead),Tomato Septoria Leaf Spot,0.45,6.88,3.1,0.0,34.0,18.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Sugarcane,Vegetative,Black Soil,33.2,34.7,36.7,None,0.0,Drip Irrigation,Tomato Early Blight,0.85,5.1,4.33,0.0,40.0,22.0,MAINTENANCE_DRIP,Normal,4.32
Wheat,Fruiting,Black Soil,19.8,37.2,65.5,Moderate,10.2,Sub-surface Drip,Pepper Bell Bacterial Spot,0.85,4.19,3.56,5.66,40.0,22.0,IRRIGATE_IMMEDIATELY,Immediate,4.51
Potato,Vegetative,Clay Loam,19.7,30.3,94.3,None,0.0,Sprinkler (Overhead),None / Healthy,0.8,2.62,2.1,0.0,34.0,18.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Corn,Vegetative,Loamy,16.1,20.3,34.7,None,0.0,Sub-surface Drip,None / Healthy,0.85,2.43,2.07,0.0,28.0,14.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Wheat,Fruiting,Clay Loam,21.4,23.4,74.4,Moderate,12.9,Sprinkler (Overhead),None / Healthy,0.85,2.0,1.7,7.84,34.0,18.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Tomato,Vegetative,Black Soil,23.8,40.8,59.7,None,0.0,Sprinkler (Overhead),Tomato Early Blight,0.85,5.07,4.31,0.0,40.0,22.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Wheat,Maturity,Sandy Loam,18.9,29.7,84.8,None,0.0,Sprinkler (Overhead),None / Healthy,0.35,2.55,0.89,0.0,22.0,10.0,MAINTENANCE_DRIP,Normal,1.5
Potato,Flowering,Clay Loam,42.3,28.0,50.5,None,0.0,Sprinkler (Overhead),None / Healthy,1.15,3.33,3.83,0.0,34.0,18.0,OPTIMAL_STANDBY,Low,0.0
Wheat,Seedling,Sandy Loam,23.6,41.5,34.3,None,0.0,Sprinkler (Overhead),None / Healthy,0.4,6.64,2.66,0.0,22.0,10.0,OPTIMAL_STANDBY,Low,0.0
Potato,Seedling,Loamy,21.3,25.0,84.1,High,39.1,Drip Irrigation,None / Healthy,0.5,2.0,1.0,28.78,28.0,14.0,DELAY_RAIN_EXPECTED,Low,0.0
Soybean,Seedling,Loamy,22.7,30.9,82.7,Moderate,15.6,Sub-surface Drip,None / Healthy,0.4,2.69,1.08,10.0,28.0,14.0,DELAY_RAIN_EXPECTED,Low,0.0
Wheat,Vegetative,Clay Loam,30.6,21.1,38.4,Low,3.0,Drip Irrigation,None / Healthy,0.75,2.5,1.88,0.0,34.0,18.0,OPTIMAL_STANDBY,Low,0.0
Corn,Seedling,Loamy,10.6,27.5,67.7,Low,1.5,Sub-surface Drip,None / Healthy,0.4,2.69,1.08,0.0,28.0,14.0,IRRIGATE_IMMEDIATELY,Immediate,3.5
Soybean,Flowering,Sandy Loam,34.5,30.1,51.2,Moderate,16.3,Drip Irrigation,Tomato Septoria Leaf Spot,1.15,3.66,4.21,10.56,22.0,10.0,DELAY_RAIN_EXPECTED,Low,0.0
Corn,Fruiting,Sandy Loam,31.0,18.9,85.0,Moderate,10.1,Flood / Surface,Tomato Early Blight,1.1,2.0,2.2,5.59,22.0,10.0,OPTIMAL_STANDBY,Low,0.0
Rice,Flowering,Black Soil,34.2,26.0,87.8,Moderate,16.3,Sprinkler (Overhead),Tomato Septoria Leaf Spot,1.25,2.12,2.65,10.54,40.0,22.0,SUSPEND_OVERHEAD_BLIGHT,Immediate,0.0
Soybean,Vegetative,Clay Loam,31.7,19.2,44.9,None,0.0,Sprinkler (Overhead),None / Healthy,0.7,2.04,1.43,0.0,34.0,18.0,OPTIMAL_STANDBY,Low,0.0
Sugarcane,Flowering,Clay Loam,34.8,16.7,82.0,Moderate,7.5,Drip Irrigation,None / Healthy,1.25,2.0,2.5,3.52,34.0,18.0,OPTIMAL_STANDBY,Low,0.0
